Проект;Номер дома;Номер квартиры;Тип планировки;Тип планировки 2;Общая площадь, кв,м,;Ссылка на планировку;Комнатность;Тип;Паркинг;Вид из окна;Этаж;Секция;Линия;Студия;Количество сан узлов;Размер сан узла №1;Размер сан узла №2;Размер сан узла №3;Размер сан узла №4;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Размер балкона №4;Размер балкона №5;Терраса №1;Терраса №2;Терраса №3;Терраса №4;Терраса №5;Жилая площадь за кв,м,;Размер второй комнаты;Размер третьей комнаты;Размер четвертой комнаты;Размер 5 комнаты;Размер 6 комнаты;Размер 7 комнаты;Размер 8 комнаты;Размер 9 комнаты;Ценазакв,м,;Ценазапомещение,тг.;Статус;Дополнительный статус;Дата старта продаж;Дата продажи;ProfitbaseId;ProfitbaseHomeId;ComplexId;Площадь гардеробных
Этто;1;97;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;12;1;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;66250;3345625;Свободно;;;;;;;1,4
Этто;1;98;3Е;;82;https://drive.google.com/uc?id=1rreoV8SvI94wHWXvlLEADm3tOXAY2Vuc;3;;;;12;1;;нет;2;4,9;1,9;;;9,8;1;6,5;1;8,6;;;;;;;;;;52,2;13,8;14;24,4;;;;;;56500;4633000;Продано;;;27.09.19;;;;2,4
Этто;1;99;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;12;1;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;67200;2240832;Бронь;;;;;;;
Этто;1;100;2Е;;49,1;https://drive.google.com/uc?id=1ZLvGvsPnLM5_ixN3K6qVxFVj1eLIi18S;2;;;;13;1;;нет;1;3,7;;;;4,5;;7,4;1;3;;;;;;;;;;32;18,3;13,7;;;;;;;62500;3081025;Бронь;;;;;;;
Этто;1;101;2К;;53,1;https://drive.google.com/uc?id=1lcBryL4hLzm241THcp4HMgmhX2lCrJBb;2;;;;13;1;;нет;1;4,6;;;;4,8;;8,8;1;3;;;;;;;;;;33,4;20;13,4;;;;;;;70500;3743550;Свободно;;;;;;;
Этто;1;102;2К;;48,1;https://drive.google.com/uc?id=1XqB5lGfSlR5MdlEHl5Mov89yD5lt9Cm8;2;;;;13;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;27,7;16;11,7;;;;;;;66500;3198650;Продано;;;21.08.19;;;;
Этто;1;103;1К;;42;https://drive.google.com/uc?id=1IEHm3JuW5bXgXmOozXZDOoqgsF743DTY;1;;;;13;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;;;;;;;;;61738;2593000;Продано;;;30.09.19;;;;
Этто;1;104;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;13;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;63500;2635250;Свободно;;;;;;;4
Этто;1;105;1К;;41,8;https://drive.google.com/uc?id=1ckSJtD4nogOvuSMDpH-aYqnA8kuqk8J0;1;;;;13;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;14,7;6,7;;;;;;;63000;2633400;Продано;;;26.09.19;;;;
Этто;1;106;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;13;1;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;66500;3358250;Свободно;;;;;;;1,4
Этто;1;107;3Е;;82;https://drive.google.com/uc?id=1eU5BCKdQ_Epx_mQavBjWWYEIUgMibJwz;3;;;;13;1;;нет;2;4,9;1,9;;;9,8;1;6,5;1;8,6;;;;;;;;;;52,2;13,8;14;24,4;;;;;;59000;4879000;Бронь;;;;;;;2,4
Этто;1;108;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;13;1;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;66500;2194500;Продано;;;03.10.19;;;;
Этто;1;109;2Е;;49,1;https://drive.google.com/uc?id=1ZLvGvsPnLM5_ixN3K6qVxFVj1eLIi18S;2;;;;14;1;;нет;1;3,7;;;;4,5;;7,4;1;3;;;;;;;;;;32;18,3;13,7;;;;;;;62750;3090845;Свободно;;;;;;;
Этто;1;110;2К;;53,1;https://drive.google.com/uc?id=1lcBryL4hLzm241THcp4HMgmhX2lCrJBb;2;;;;14;1;;нет;1;4,6;;;;4,8;;8,8;1;3;;;;;;;;;;33,4;20;13,4;;;;;;;70750;3767445;Бронь;;;;;;;
Этто;1;111;2К;;48,1;https://drive.google.com/uc?id=1XqB5lGfSlR5MdlEHl5Mov89yD5lt9Cm8;2;;;;14;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;27,7;16;11,7;;;;;;;70750;3403075;Свободно;;;;;;;
Этто;1;112;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;14;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;63750;2645625;Свободно;;;;;;;4
Этто;1;113;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;14;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;63750;2645625;Свободно;;;;;;;4
Этто;1;114;1К;;41,8;https://drive.google.com/uc?id=1ckSJtD4nogOvuSMDpH-aYqnA8kuqk8J0;1;;;;14;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;14,7;6,7;;;;;;;64250;2685650;Свободно;;;;;;;
Этто;1;115;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;14;1;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;66750;3370875;Свободно;;;;;;;1,4
Этто;1;116;3Е;;82;https://drive.google.com/uc?id=1eU5BCKdQ_Epx_mQavBjWWYEIUgMibJwz;3;;;;14;1;;нет;2;4,9;1,9;;;9,8;1;6,5;1;8,6;;;;;;;;;;52,2;13,8;14;24,4;;;;;;59500;4911800;Бронь;;;;;;;2,4
Этто;1;117;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;14;1;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;67800;2244000;Свободно;;;;;;;
Этто;1;118;2Е;;49,1;https://drive.google.com/uc?id=1ZLvGvsPnLM5_ixN3K6qVxFVj1eLIi18S;2;;;;15;1;;нет;1;3,7;;;;4,5;;7,4;1;3;;;;;;;;;;32;18,3;13,7;;;;;;;62000;3044200;Продано;;;22.08.19;;;;
Этто;1;119;2К;;53,1;https://drive.google.com/uc?id=1lcBryL4hLzm241THcp4HMgmhX2lCrJBb;2;;;;15;1;;нет;1;4,6;;;;4,8;;8,8;1;3;;;;;;;;;;33,4;20;13,4;;;;;;;71000;3778065;Бронь;;;;;;;
Этто;1;120;2К;;48,1;https://drive.google.com/uc?id=1XqB5lGfSlR5MdlEHl5Mov89yD5lt9Cm8;2;;;;15;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;27,7;16;11,7;;;;;;;71000;3478592;Бронь;;;;;;;
Этто;1;121;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;15;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;61000;2531500;Продано;;;22.08.19;;;;4
Этто;1;122;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;15;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;64000;2656000;Свободно;;;;;;;4
Этто;1;123;1К;;41,8;https://drive.google.com/uc?id=1ckSJtD4nogOvuSMDpH-aYqnA8kuqk8J0;1;;;;15;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;14,7;6,7;;;;;;;61000;2549800;Продано;;;27.07.19;;;;
Этто;1;124;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;15;1;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;67000;3383500;Бронь;;;;;;;1,4
Этто;1;125;3Е;;82;https://drive.google.com/uc?id=1eU5BCKdQ_Epx_mQavBjWWYEIUgMibJwz;3;;;;15;1;;нет;2;4,9;1,9;;;9,8;1;6,5;1;8,6;;;;;;;;;;52,2;13,8;14;24,4;;;;;;60000;4944600;Бронь;;;;;;;2,4
Этто;1;126;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;15;1;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;68100;2252250;Свободно;;;;;;;
Этто;1;127;2Е;;49,1;https://drive.google.com/uc?id=1ZLvGvsPnLM5_ixN3K6qVxFVj1eLIi18S;2;;;;16;1;;нет;1;3,7;;;;4,5;;7,4;1;3;;;;;;;;;;32;18,3;13,7;;;;;;;63250;3110485;Свободно;;;;;;;
Этто;1;128;2К;;53,1;https://drive.google.com/uc?id=1lcBryL4hLzm241THcp4HMgmhX2lCrJBb;2;;;;16;1;;нет;1;4,6;;;;4,8;;8,8;1;3;;;;;;;;;;33,4;20;13,4;;;;;;;71250;3788685;Свободно;;;;;;;
Этто;1;129;2К;;48;https://drive.google.com/uc?id=1VF96mZ6AqaR00pNC3XpOtANI49jqmGa8;2;;;;16;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;27,7;11,7;16;;;;;;;69394;3330925;Продано;;;19.09.19;;;;
Этто;1;130;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;16;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;64250;2666375;Свободно;;;;;;;4
Этто;1;131;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;16;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;64250;2666375;Свободно;;;;;;;4
Этто;1;132;1К;;41,8;https://drive.google.com/uc?id=1ckSJtD4nogOvuSMDpH-aYqnA8kuqk8J0;1;;;;16;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;14,7;6,7;;;;;;;59412;2483442;Продано;;;05.08.19;;;;
Этто;1;133;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;16;1;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;67250;3396125;Продано;;;28.06.19;;;;1,4
Этто;1;134;3Е;;82;https://drive.google.com/uc?id=1eU5BCKdQ_Epx_mQavBjWWYEIUgMibJwz;3;;;;16;1;;нет;2;4,9;1,9;;;9,8;1;6,5;1;8,6;;;;;;;;;;52,2;13,8;14;24,4;;;;;;60500;4977400;Продано;;;19.06.19;;;;2,4
Этто;1;135;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;16;1;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;68400;2 260 500;Свободно;;;;;;;
Этто;1;136;2Е;;49,1;https://drive.google.com/uc?id=1ZLvGvsPnLM5_ixN3K6qVxFVj1eLIi18S;2;;;;17;1;;нет;1;3,7;;;;4,5;;7,4;1;3;;;;;;;;;;32;18,3;13,7;;;;;;;63500;3120305;Свободно;;;;;;;
Этто;1;137;2К;;53,1;https://drive.google.com/uc?id=1lcBryL4hLzm241THcp4HMgmhX2lCrJBb;2;;;;17;1;;нет;1;4,6;;;;4,8;;8,8;1;3;;;;;;;;;;33,4;20;13,4;;;;;;;62000;3292200;Продано;;;19.04.19;;;;
Этто;1;138;2К;;48,1;https://drive.google.com/uc?id=1XqB5lGfSlR5MdlEHl5Mov89yD5lt9Cm8;2;;;;17;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;27,7;16;11,7;;;;;;;67500;3246750;Продано;;;26.08.19;;;;
Этто;1;139;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;17;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;64500;2676750;Свободно;;;;;;;4
Этто;1;140;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;17;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;64500;2676750;Свободно;;;;;;;4
Этто;1;141;1К;;41,8;https://drive.google.com/uc?id=1ckSJtD4nogOvuSMDpH-aYqnA8kuqk8J0;1;;;;17;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;14,7;6,7;;;;;;;61500;2570700;Продано;;;05.07.19;;;;
Этто;1;142;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;17;1;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;67500;3408750;Свободно;;;;;;;1,4
Этто;1;143;3Е;;82;https://drive.google.com/uc?id=1eU5BCKdQ_Epx_mQavBjWWYEIUgMibJwz;3;;;;17;1;;нет;2;4,9;1,9;;;9,8;1;6,5;1;8,6;;;;;;;;;;52,2;13,8;14;24,4;;;;;;60000;5010200;Свободно;;;;;;;2,4
Этто;1;144;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;17;1;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;68700;2270400;Свободно;;;;;;;
Этто;1;145;2Е;;49,1;https://drive.google.com/uc?id=1ZLvGvsPnLM5_ixN3K6qVxFVj1eLIi18S;2;;;;18;1;;нет;1;3,7;;;;4,5;;7,4;1;3;;;;;;;;;;32;18,3;13,7;;;;;;;63750;3130125;Свободно;;;;;;;
Этто;1;146;2К;;53,1;https://drive.google.com/uc?id=1lcBryL4hLzm241THcp4HMgmhX2lCrJBb;2;;;;18;1;;нет;1;4,6;;;;4,8;;8,8;1;3;;;;;;;;;;33,4;20;13,4;;;;;;;71750;3809925;Свободно;;;;;;;
Этто;1;147;2К;;48,1;https://drive.google.com/uc?id=1XqB5lGfSlR5MdlEHl5Mov89yD5lt9Cm8;2;;;;18;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;27,7;16;11,7;;;;;;;71750;3467048;Бронь;;;;;;;
Этто;1;148;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;18;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;64750;2687125;Свободно;;;;;;;4
Этто;1;149;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;18;1;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;64750;2687125;Свободно;;;;;;;4
Этто;1;150;1К;;41,8;https://drive.google.com/uc?id=1ckSJtD4nogOvuSMDpH-aYqnA8kuqk8J0;1;;;;18;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;14,7;6,7;;;;;;;61750;2581150;Продано;;;10.08.19;;;;
Этто;1;151;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;18;1;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;67750;3421375;Свободно;;;;;;;1,4
Этто;1;152;3Е;;82;https://drive.google.com/uc?id=1eU5BCKdQ_Epx_mQavBjWWYEIUgMibJwz;3;;;;18;1;;нет;2;4,9;1,9;;;9,8;1;6,5;1;8,6;;;;;;;;;;52,2;13,8;14;24,4;;;;;;61500;5043000;Свободно;;;;;;;2,4
Этто;1;153;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;18;1;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;69000;2277000;Свободно;;;;;;;
Этто;1;154;4Е;;132,8;https://drive.google.com/uc?id=1rnbA1P19Xxpo-0nwxEevOjuZs-r4J-2c;4;;;;19;1;;нет;2;4,6;2,6;;;9,7;1;16,7;0;;;;;;104,6;;;;;53;17,8;20,6;14,6;;;;;;65000;8632000;Продано;;;18.06.19;;;;4,5
Этто;1;156;1К;;41,8;https://drive.google.com/uc?id=1ckSJtD4nogOvuSMDpH-aYqnA8kuqk8J0;1;;;;19;1;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;14,7;6,7;;;;;;;68500;2863300;Свободно;;;;;;;
Этто;1;157;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;19;1;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;71000;3585500;Свободно;;;;;;;1,4
Этто;1;158;3Е;;82;https://drive.google.com/uc?id=1eU5BCKdQ_Epx_mQavBjWWYEIUgMibJwz;3;;;;19;1;;нет;2;4,9;1,9;;;9,8;1;6,5;1;8,6;;;;;;;;;;52,2;13,8;14;24,4;;;;;;63000;5248000;Свободно;;;;;;;2,4
Этто;1;159;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;19;1;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;72300;2385900;Свободно;;;;;;;
Этто;1;160;2Е;;50;https://drive.google.com/uc?id=1ENvMCzwWwFyvRwj6OoQsrJmv4n8Djjhr;2;;;;2;2;;нет;1;4,6;;;;4,5;;7,4;1;3;;;;;;;;;;32;18,3;13,7;;;;;;;63750;3187500;Свободно;;;;;;;
Этто;1;161;2Е;;51,9;https://drive.google.com/uc?id=1u0avWOIIUdWunTRTckyHOhE6FIH0eGa-;2;;;;2;2;;нет;1;4,2;;;;5;;9,3;1;3;;;;;;;;;;31,9;18,2;13,7;;;;;;;62750;3256725;Свободно;;;;;;;
Этто;1;162;2Е;;44,8;https://drive.google.com/uc?id=1ZkakGPA3SUTAGDkd7-M9w0-7SSaun9I0;2;;;;2;2;;нет;1;3,7;;;;4,4;;9,4;1;3;;;;;;;;;;25,8;15;10,8;;;;;;;67750;3035200;Свободно;;;;;;;
Этто;1;163;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;2;2;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;65000;2697500;Свободно;;;;;;;4
Этто;1;164;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;2;2;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;65000;2697500;Свободно;;;;;;;4
Этто;1;165;1К;;41,8;https://drive.google.com/uc?id=1ckSJtD4nogOvuSMDpH-aYqnA8kuqk8J0;1;;;;2;2;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;14,7;6,7;;;;;;;65500;2737900;Свободно;;;;;;;
Этто;1;166;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;2;2;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;69750;3522375;Бронь;;;;;;;1,4
Этто;1;167;3Е;;81,5;https://drive.google.com/uc?id=1pIHl62KAS0IyIAGIdjxuHp2VBX993KMr;3;;;;2;2;;нет;2;4,9;2,4;;;10,6;1;10,7;1;8,8;;;;;;;;;;46,1;13,8;13,8;18,5;;;;;;59500;4849250;Продано;;;24.06.19;;;;2,4
Этто;1;168;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;2;2;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;69000;2277000;Бронь;;;;;;;
Этто;1;169;2Е;;50;https://drive.google.com/uc?id=1cHbSPNpqBoOaGybwXdo2kz25MSE0cHiF;2;;;;3;2;;нет;1;4,6;;;;4,5;;7,4;1;3;;;;;;;;;;32;13,7;18,3;;;;;;;58000;2900000;Продано;;;28.09.19;;;;
Этто;1;170;2Е;;52;https://drive.google.com/uc?id=1CATCU5og4d7CCR9Sq7kEgnrsa_na3hsd;2;;;;3;2;;нет;1;4,2;;;;5;;9,3;1;3;;;;;;;;;;31,9;18,2;13,7;;;;;;;57888;3010200;Продано;;;18.09.19;;;;
Этто;1;171;2Е;;44,8;https://drive.google.com/uc?id=1ZkakGPA3SUTAGDkd7-M9w0-7SSaun9I0;2;;;;3;2;;нет;1;3,7;;;;4,4;;9,4;1;3;;;;;;;;;;25,8;15;10,8;;;;;;;58000;2598400;Продано;;;20.06.19;;;;
Этто;1;172;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;3;2;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;58000;2407000;Продано;;;19.06.19;;;;4
Этто;1;173;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;3;2;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;58000;2407000;Продано;;;29.04.19;;;;4
Этто;1;174;1К;;41,8;https://drive.google.com/uc?id=1ckSJtD4nogOvuSMDpH-aYqnA8kuqk8J0;1;;;;3;2;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;14,7;6,7;;;;;;;58160;2431100;Продано;;;04.09.19;;;;
Этто;1;175;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;3;2;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;59184;2988776;Продано;;;08.05.19;;;;1,4
Этто;1;176;3Е;;81,5;https://drive.google.com/uc?id=1pIHl62KAS0IyIAGIdjxuHp2VBX993KMr;3;;;;3;2;;нет;2;4,9;2,4;;;10,6;1;10,7;1;8,8;;;;;;;;;;46,1;13,8;13,8;18,5;;;;;;59000;4808500;Продано;;;04.10.19;;;;2,4
Этто;1;177;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;3;2;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;55000;1815000;Продано;;;30.05.19;;;;
Этто;1;178;2Е;;50;https://drive.google.com/uc?id=1ENvMCzwWwFyvRwj6OoQsrJmv4n8Djjhr;2;;;;4;2;;нет;1;4,6;;;;4,5;;7,4;1;3;;;;;;;;;;32;18,3;13,7;;;;;;;59250;2962500;Бронь;;;;;;;
Этто;1;179;2Е;;51,9;https://drive.google.com/uc?id=1u0avWOIIUdWunTRTckyHOhE6FIH0eGa-;2;;;;4;2;;нет;1;4,2;;;;5;;9,3;1;3;;;;;;;;;;31,9;18,2;13,7;;;;;;;59439;3084872;Продано;;;03.09.19;;;;
Этто;1;180;2Е;;44,8;https://drive.google.com/uc?id=1ZkakGPA3SUTAGDkd7-M9w0-7SSaun9I0;2;;;;4;2;;нет;1;3,7;;;;4,4;;9,4;1;3;;;;;;;;;;25,8;15;10,8;;;;;;;58250;2609600;Продано;;;27.05.19;;;;
Этто;1;181;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;4;2;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;60250;2500375;Бронь;;;;;;;4
Этто;1;182;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;4;2;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;61250;2555363;Свободно;;;;;;;4
Этто;1;183;1К;;41,8;https://drive.google.com/uc?id=1ckSJtD4nogOvuSMDpH-aYqnA8kuqk8J0;1;;;;4;2;;нет;1;3,7;;;;4,4;;10,8;1;3;;;;;;;;;;21,4;14,7;6,7;;;;;;;58250;2434850;Продано;;;02.09.19;;;;
Этто;1;184;2К;;50,5;https://drive.google.com/uc?id=1bYPyLB75h4x3ZY_bsqbPLlJWzvJ1K4dC;2;;;;4;2;;нет;1;3,8;;;;6,9;1;11,4;1;3;;;;;;;;;;25,5;10,6;14,9;;;;;;;59250;2992125;Продано;;;21.05.19;;;;1,4
Этто;1;185;3Е;;81,5;https://drive.google.com/uc?id=1pIHl62KAS0IyIAGIdjxuHp2VBX993KMr;3;;;;4;2;;нет;2;4,9;2,4;;;10,6;1;10,7;1;8,8;;;;;;;;;;46,1;13,8;13,8;18,5;;;;;;52500;4278750;Продано;;;19.06.19;;;;2,4
Этто;1;186;1C;;33;https://drive.google.com/uc?id=1tTMIo8WYpgCj_N0r2l8Lz9PiGG1TX311;1;;;;4;2;;да;1;3,7;;;;3,8;;4,1;1;3,8;;;;;;;;;;19,5;;;;;;;;;62300;2055900;Продано;;;21.06.19;;;;
Этто;1;188;2Е;;51,9;https://drive.google.com/uc?id=1u0avWOIIUdWunTRTckyHOhE6FIH0eGa-;2;;;;5;2;;нет;1;4,2;;;;5;;9,3;1;3;;;;;;;;;;31,9;18,2;13,7;;;;;;;58500;3036150;Продано;;;13.09.19;;;;
Этто;1;189;2Е;;44,8;https://drive.google.com/uc?id=1ZkakGPA3SUTAGDkd7-M9w0-7SSaun9I0;2;;;;5;2;;нет;1;3,7;;;;4,4;;9,4;1;3;;;;;;;;;;25,8;15;10,8;;;;;;;57000;2553600;Продано;;;08.05.19;;;;
Этто;1;190;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;5;2;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;61500;2561380;Бронь;;;;;;;4
Этто;1;191;1К;;41,5;https://drive.google.com/uc?id=1ZWH7AA9WXL9ScFkpCdsvDV-8G2xCGy3j;1;;;;5;2;;нет;1;3,7;;;;3,7;1;10,8;1;3;;;;;;;;;;17,8;;;;;;;;;59694;2477296;Продано;;;06.09.19;;;;4
