Проект;Номер дома;Номер квартиры;Тип планировки;Общая площадь, кв,м,;Ссылка на планировку;Комнатность;Тип;Вид из окна;Этаж;Секция;Студия;Количество сан узлов;Размер сан узла №1;Размер сан узла №2;Размер сан узла №3;Размер сан узла №4;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Размер балкона №4;Размер балкона №5;Терраса №1;Терраса №2;Терраса №3;Терраса №4;Терраса №5;Жилая площадь за кв,м,;Размер второй комнаты;Размер третьей комнаты;Размер четвертой комнаты;Размер 5 комнаты;Размер 6 комнаты;Размер 7 комнаты;Размер 8 комнаты;Размер 9 комнаты;Цена за кв,м,;Цена за помещение, руб,;Статус;Дополнительный статус;Дата старта продаж;Дата продажи
Дружный;20,04;255;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;4;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;44 640,00;1 736 496,00;Продано;;;15.01.19
Дружный;20,04;256;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;4;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;45 985,86;1 788 850,00;Продано;;;23.11.18
Дружный;20,04;259;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;5;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 000,00;1 828 300,00;Продано;;;04.12.18
Дружный;20,04;260;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;5;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;45 985,86;1 788 850,00;Продано;;;01.12.18
Дружный;20,04;209;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;4;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;54 250,00;2 110 325,00;Продано;;;29.07.19
Дружный;20,04;210;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;4;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;52 000,00;2 022 800,00;Продано;;;08.05.19
Дружный;20,04;214;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;5;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 750,00;1 896 375,00;Продано;;;12.02.19
Дружный;20,04;215;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;5;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;52 485,86;2 041 700,00;Продано;;;29.05.19
Дружный;20,04;279;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;10;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;45 120,00;1 755 168,00;Продано;;;17.12.18
Дружный;20,04;280;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;10;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;49 750,00;1 935 275,00;Продано;;;18.02.19
Дружный;20,04;239;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;10;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Свободно;;;
Дружный;20,04;240;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;10;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;53 000,00;2 061 700,00;Продано;;;25.07.19
Дружный;20,04;263;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;6;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;50 750,00;1 974 175,00;Продано;;;13.03.19
Дружный;20,04;264;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;6;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 464,65;1 846 375,00;Продано;;;11.02.19
Дружный;20,04;267;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;7;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 000,00;1 828 300,00;Продано;;;17.12.18
Дружный;20,04;268;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;7;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Продано;;;26.03.19
Дружный;20,04;251;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;3;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 000,00;1 828 300,00;Продано;;;11.12.18
Дружный;20,04;252;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;3;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;49 750,00;1 935 275,00;Продано;;;15.02.19
Дружный;20,04;271;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;8;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;50 750,00;1 974 175,00;Продано;;;07.03.19
Дружный;20,04;272;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;8;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Свободно;;;
Дружный;20,04;219;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;6;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;54 250,00;2 110 325,00;Продано;;;05.08.19
Дружный;20,04;220;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;6;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;53 000,00;2 061 700,00;Продано;;;20.06.19
Дружный;20,04;244;1К;35,8;https://drive.google.com/uc?id=1UTteX1DVD4LRusEUdHnL2EqUoC9qJSo9;1;;на улицу;1;7;;1;3,8;;;;5,1;0;9,2;1;7,1;;;;;;;;;;14,1;;;;;;;;;49 000,00;1 754 200,00;Продано;;;20.04.19
Дружный;20,04;224;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;7;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;49 750,00;1 935 275,00;Продано;;;19.02.19
Дружный;20,04;225;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;7;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;53 000,00;2 061 700,00;Продано;;;31.07.19
Дружный;20,04;204;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;3;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;54 250,00;2 110 325,00;Продано;;;14.08.19
Дружный;20,04;205;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;3;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;53 000,00;2 061 700,00;Продано;;;25.07.19
Дружный;20,04;229;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;8;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Продано;;;26.09.19
Дружный;20,04;230;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;8;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Продано;;;19.09.19
Дружный;20,04;195;1К;35,8;https://drive.google.com/uc?id=1UTteX1DVD4LRusEUdHnL2EqUoC9qJSo9;1;;на улицу;1;6;;1;3,8;;;;5,1;0;9,2;1;7,1;;;;;;;;;;14,1;;;;;;;;;46 500,00;1 664 700,00;Продано;;;28.11.18
Дружный;20,04;247;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;2;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 500,00;1 847 750,00;Продано;;;24.12.18
Дружный;20,04;248;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;2;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;46 500,00;1 808 850,00;Продано;;;17.12.18
Дружный;20,04;199;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;2;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;46 500,00;1 808 850,00;Продано;;;17.12.18
Дружный;20,04;200;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;2;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;46 500,00;1 808 850,00;Продано;;;13.12.18
Дружный;20,04;243;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;1;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;50 000,00;1 945 000,00;Продано;;;17.05.19
Дружный;20,04;131;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;4;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;45 120,00;1 755 168,00;Продано;;;12.12.18
Дружный;20,04;132;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;4;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 000,00;1 828 300,00;Продано;;;03.12.18
Дружный;20,04;95;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;4;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 000,00;1 867 200,00;Продано;;;15.01.19
Дружный;20,04;96;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;4;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;46 500,00;1 808 850,00;Продано;;;22.11.18
Дружный;20,04;135;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;5;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;52 000,00;2 022 800,00;Продано;;;22.03.19
Дружный;20,04;136;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;5;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Свободно;;;
Дружный;20,04;99;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;5;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;46 500,00;1 808 850,00;Продано;;;22.11.18
Дружный;20,04;100;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;5;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Свободно;;;
Дружный;20,04;155;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;10;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 750,00;1 896 375,00;Продано;;;11.02.19
Дружный;20,04;156;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;10;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;46 500,00;1 808 850,00;Продано;;;23.11.18
Дружный;20,04;119;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;10;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;51 485,86;2 002 800,00;Продано;;;21.05.19
Дружный;20,04;120;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;10;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 750,00;1 896 375,00;Продано;;;17.01.19
Дружный;20,04;139;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;6;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;44 500,00;1 731 050,00;Продано;;;18.02.19
Дружный;20,04;140;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;6;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 000,00;1 867 200,00;Продано;;;18.01.19
Дружный;20,04;103;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;6;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 000,00;1 828 300,00;Продано;;;01.12.18
Дружный;20,04;104;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;6;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 000,00;1 828 300,00;Продано;;;27.11.18
Дружный;20,04;143;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;7;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 000,00;1 867 200,00;Продано;;;18.01.19
Дружный;20,04;144;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;7;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;46 500,00;1 808 850,00;Продано;;;22.11.18
Дружный;20,04;127;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;3;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 000,00;1 828 300,00;Продано;;;30.11.18
Дружный;20,04;128;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;3;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;50 750,00;1 974 175,00;Продано;;;14.03.19
Дружный;20,04;107;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;7;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 000,00;1 828 300,00;Продано;;;07.12.18
Дружный;20,04;108;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;7;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;46 500,00;1 808 850,00;Продано;;;28.11.18
Дружный;20,04;91;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;3;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;44 640,00;1 736 496,00;Продано;;;21.12.18
Дружный;20,04;92;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;3;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 000,00;1 867 200,00;Продано;;;24.12.18
Дружный;20,04;147;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;8;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 750,00;1 896 375,00;Продано;;;31.01.19
Дружный;20,04;148;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;8;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 750,00;1 896 375,00;Продано;;;04.02.19
Дружный;20,04;111;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;8;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 000,00;1 867 200,00;Продано;;;21.01.19
Дружный;20,04;112;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;8;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 000,00;1 828 300,00;Продано;;;07.12.18
Дружный;20,04;123;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;2;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 500,00;1 847 750,00;Продано;;;12.03.19
Дружный;20,04;124;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;2;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;47 500,00;1 847 750,00;Продано;;;04.03.19
Дружный;20,04;87;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;2;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;53 000,00;2 061 700,00;Свободно;;;
Дружный;20,04;88;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;2;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 500,00;1 886 650,00;Продано;;;01.04.19
Дружный;20,04;194;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;во двор и на улицу;1;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;53 000,00;2 061 700,00;Свободно;;;
Дружный;20,04;275;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;9;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Свободно;;;
Дружный;20,04;276;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;9;7;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Свободно;;;
Дружный;20,04;53;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;4;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;52 000,00;2 022 800,00;Продано;;;26.03.19
Дружный;20,04;54;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;4;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;50 750,00;1 974 175,00;Продано;;;09.03.19
Дружный;20,04;58;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;5;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 000,00;1 867 200,00;Продано;;;29.12.18
Дружный;20,04;59;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;5;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;52 000,00;2 022 800,00;Продано;;;26.04.19
Дружный;20,04;234;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;9;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Свободно;;;
Дружный;20,04;235;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;9;6;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Свободно;;;
Дружный;20,04;83;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;10;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Продано;;;02.10.19
Дружный;20,04;84;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;10;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;50 750,00;1 974 175,00;Продано;;;22.02.19
Дружный;20,04;63;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;6;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;52 000,00;2 022 800,00;Продано;;;24.05.19
Дружный;20,04;64;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;6;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;53 000,00;2 061 700,00;Продано;;;14.06.19
Дружный;20,04;68;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;7;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;53 000,00;2 061 700,00;Продано;;;17.06.19
Дружный;20,04;69;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;7;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 750,00;1 896 375,00;Продано;;;19.02.19
Дружный;20,04;48;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;3;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;53 000,00;2 061 700,00;Продано;;;28.06.19
Дружный;20,04;49;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;3;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 750,00;1 896 375,00;Продано;;;07.02.19
Дружный;20,04;73;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;8;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;52 000,00;2 022 800,00;Продано;;;15.05.19
Дружный;20,04;74;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;8;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Свободно;;;
Дружный;20,04;43;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;2;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;52 000,00;2 022 800,00;Продано;;;30.07.19
Дружный;20,04;44;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;2;2;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;51 000,00;1 983 900,00;Продано;;;24.06.19
Дружный;20,04;151;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;9;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;55 250,00;2 149 225,00;Продано;;;24.09.19
Дружный;20,04;152;1К;38,9;https://drive.google.com/uc?id=1pXqJvPGGvdKaCIc9fVpRefZsfsdhjMuV;1;;на улицу;9;4;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;53 000,00;2 061 700,00;Продано;;;29.07.19
Дружный;20,04;115;1К;38,9;https://drive.google.com/uc?id=1zHxFr-7CQPJuT0CK1PfquAp3SFe5lvW1;1;;на улицу;9;3;;1;3,8;;;;7,1;0;9,2;1;7,1;;;;;;;;;;15,2;;;;;;;;;48 750,00;1 896 375,00;Продано;;;06.02.19
